,file_name,tier_name,text,clean_text,start_time,end_time
0,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,6.24307361354,13.6664105716
1,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,22.1715403527,23.8874875892
2,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,25.4897013982,25.7712992294
3,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,42.6139263789,43.0178330812
4,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,45.0549277541,54.3337452123
5,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,60.9169244612,61.1364389733
6,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,75.7821210221,93.911787844
7,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,96.1067717393,116.468129308
8,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,118.08958274,118.519831184
9,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,120.091555091,124.073507694
10,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,131.078852649,132.650576556
11,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,140.160845536,140.433043531
12,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,151.57613756,175.641289969
13,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,184.27250142,184.808116829
14,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,203.197352017,213.760390343
15,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,218.057664707,231.131867757
16,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,234.951683938,235.586307033
17,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,246.039755216,257.631490985
18,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,259.523155981,259.986828355
19,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,263.90440554,277.301244893
20,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,280.499805206,311.105633517
21,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,312.814234159,323.58827801
22,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,325.589781619,327.322790841
23,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,329.427406795,332.895736087
24,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,336.822051249,337.243519112
25,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,342.483967389,351.290889617
26,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,360.581324574,363.643491048
27,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,366.235127111,372.838123637
28,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,384.140045113,384.429804269
29,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,386.273726171,393.710098706
30,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,397.563994403,413.207953577
31,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,415.984012696,420.190608591
32,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,424.078530862,439.641208201
33,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,444.365160503,446.235424147
34,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,448.623742039,450.362296975
35,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,456.163225424,460.167170126
36,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,462.289814488,463.387387048
37,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,467.806193855,505.324547361
38,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,508.992573889,520.816282709
39,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,523.797249137,536.922201787
40,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,539.775111308,541.302932313
41,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,543.457047196,557.584919904
42,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,561.176096029,563.26936811
43,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,577.991366333,581.020666601
44,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,582.936052228,584.973146901
45,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,593.101049136,614.616956071
46,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,637.040635607,638.313819777
47,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,642.08721327,651.892865558
48,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,653.903618489,654.535820284
49,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,656.722793926,682.442172072
50,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,691.113700236,695.287567517
51,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,703.667321114,723.68001421
52,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,728.469544783,732.362713387
53,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,734.75907615,738.115255982
54,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,742.411166166,742.789499165
55,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,745.508752834,755.307631107
56,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,757.809416981,794.259788717
57,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,801.961730659,825.158528932
58,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,827.265364995,838.280210531
59,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,849.440291471,857.385284455
60,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,862.451398574,875.959209409
61,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,886.102350535,886.505092115
62,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1123.16757171,1147.09069129
63,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1153.22587386,1159.13275036
64,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1176.80211119,1185.41834014
65,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1189.47878889,1190.06459482
66,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1211.39749656,1231.76964308
67,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1233.45383514,1246.14835765
68,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1248.22063994,1254.73773096
69,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1258.88718966,1267.50341861
70,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1275.07439004,1278.17427977
71,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1282.85170748,1316.47300196
72,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1319.30439731,1324.40579066
73,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1331.37537112,1339.35697697
74,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1357.66546706,1358.78826176
75,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1362.61344677,1366.86053979
76,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1379.10463195,1387.98935529
77,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1393.58098084,1394.06915245
78,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1396.29033329,1397.60839664
79,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1402.51452134,1403.3200045
80,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1405.22367907,1420.45463336
81,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1431.92656859,1438.454913
82,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1441.94534002,1444.89877827
83,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1455.47857335,1463.26491056
84,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1464.9735112,1480.38620375
85,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1482.50975026,1483.63254497
86,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1487.0163194,1497.17028892
87,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1500.07491001,1504.86330325
88,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1529.25815278,1532.18718245
89,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1534.44422034,1534.90798337
90,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1551.34508055,1552.00411223
91,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1575.5180035,1586.40423044
92,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1590.60250631,1591.01745218
93,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1595.96112045,1609.82519423
94,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1622.91606411,1634.72981711
95,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1647.44198822,1649.88284628
96,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1664.76081132,1669.91102182
97,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1673.69641092,1677.8702782
98,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1682.08169353,1688.72082745
99,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1691.40577131,1693.60254357
100,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1697.60535904,1708.8577147
101,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1710.46868102,1723.71126818
102,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,1727.58095891,1738.12546573
103,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,2016.59355043,2021.6794522
104,../transcriptions_annotations/r18/r18.TextGrid,B-turns,B,B,2023.57036138,2025.98681086
