,text,pos_tag,session,tier_name,start_time,end_time
36,genau,ADV,r1A,ORT-MAU,618.570563,618.840563
37,ja,ADV,r1A,ORT-MAU,625.447333,625.645271
38,ja,ADV,r1A,ORT-MAU,640.866208,640.983333
39,ja,ADV,r1A,ORT-MAU,640.983333,641.133333
40,genau,ADV,r1A,ORT-MAU,641.133333,641.423333
41,wo,ADV,r1A,ORT-MAU,641.423333,641.753333
42,wo,ADV,r1A,ORT-MAU,641.753333,641.943333
43,wo,ADV,r1A,ORT-MAU,641.943333,642.023333
44,man,PRON,r1A,ORT-MAU,642.023333,642.483333
45,das,PRON,r1A,ORT-MAU,642.483333,642.678333
46,Essen,PROPN,r1A,ORT-MAU,642.678333,642.923333
47,so,ADV,r1A,ORT-MAU,642.923333,643.083333
48,durchreicht,NOUN,r1A,ORT-MAU,643.083333,643.723333
49,so,ADV,r1A,ORT-MAU,643.723333,643.835292
50,ja,ADV,r1A,ORT-MAU,643.835292,644.042417
51,ja,ADV,r1A,ORT-MAU,644.042417,644.216167
52,ja,ADV,r1A,ORT-MAU,644.233479,644.380646
53,nee,X,r1A,ORT-MAU,654.771229,655.022458
54,also,ADV,r1A,ORT-MAU,659.644875,659.922
55,m-,NOUN,r1A,ORT-MAU,659.922,659.952
56,also,ADV,r1A,ORT-MAU,659.952,660.152
57,den,DET,r1A,ORT-MAU,660.152,660.292
58,Flur,NOUN,r1A,ORT-MAU,660.342,660.562
59,würd,PROPN,r1A,ORT-MAU,660.562,660.712
60,ich,PRON,r1A,ORT-MAU,660.712,660.772
61,ja,ADV,r1A,ORT-MAU,660.772,660.872
62,sch-,X,r1A,ORT-MAU,660.872,660.972
63,würd,PROPN,r1A,ORT-MAU,660.972,661.302
64,ich,PRON,r1A,ORT-MAU,661.302,661.372
65,ja,ADV,r1A,ORT-MAU,661.372,661.472
66,schon,ADV,r1A,ORT-MAU,661.472,661.622
67,mal,ADV,r1A,ORT-MAU,661.622,661.807
68,sagen,VERB,r1A,ORT-MAU,661.807,662.112
69,ist,AUX,r1A,ORT-MAU,662.112,662.272
70,ja,ADV,r1A,ORT-MAU,662.272,662.332
71,okay,ADV,r1A,ORT-MAU,662.332,662.754125
72,dann,ADV,r1A,ORT-MAU,663.524521,663.781646
73,würd,PROPN,r1A,ORT-MAU,663.781646,663.991646
74,ich,PRON,r1A,ORT-MAU,663.991646,664.151646
75,aber,CCONJ,r1A,ORT-MAU,664.151646,664.641188
76,ja,ADV,r1A,ORT-MAU,664.788312,665.085438
77,ja,ADV,r1A,ORT-MAU,668.449896,668.577021
78,ja,ADV,r1A,ORT-MAU,668.577021,668.737021
79,genau,ADV,r1A,ORT-MAU,668.737021,669.067021
80,und,CCONJ,r1A,ORT-MAU,669.377771,669.444896
81,dann,ADV,r1A,ORT-MAU,669.444896,669.644896
82,würd,PROPN,r1A,ORT-MAU,669.644896,669.814896
83,ich,PRON,r1A,ORT-MAU,669.814896,669.884896
84,sozusagen,ADV,r1A,ORT-MAU,669.884896,670.964896
85,am,PART,r1A,ORT-MAU,671.044896,671.384896
86,Ende,NOUN,r1A,ORT-MAU,671.384896,671.674896
87,des,DET,r1A,ORT-MAU,671.674896,671.814896
88,Flurs,NOUN,r1A,ORT-MAU,671.814896,672.454896
89,jeweils,ADV,r1A,ORT-MAU,672.454896,673.404896
90,jeweils,ADV,r1A,ORT-MAU,673.654896,674.414896
91,an,ADP,r1A,ORT-MAU,674.414896,674.824896
92,den,DET,r1A,ORT-MAU,674.824896,675.364896
93,beiden,PRON,r1A,ORT-MAU,675.364896,675.584896
94,Seiten,NOUN,r1A,ORT-MAU,675.584896,675.804896
95,links,ADV,r1A,ORT-MAU,675.804896,676.004896
96,und,CCONJ,r1A,ORT-MAU,676.004896,676.114896
97,rechts,ADV,r1A,ORT-MAU,676.114896,676.344896
98,zwei,NUM,r1A,ORT-MAU,676.344896,676.874896
99,Türen,NOUN,r1A,ORT-MAU,676.874896,677.264896
100,so,ADV,r1A,ORT-MAU,677.404896,677.474896
101,dass,SCONJ,r1A,ORT-MAU,677.474896,677.854896
102,auf,ADP,r1A,ORT-MAU,677.854896,677.974896
103,der,DET,r1A,ORT-MAU,677.974896,678.094896
104,einen,DET,r1A,ORT-MAU,678.094896,678.254896
105,Seite,NOUN,r1A,ORT-MAU,678.254896,678.584896
106,die,DET,r1A,ORT-MAU,678.684896,678.794896
107,Küche,NOUN,r1A,ORT-MAU,678.794896,679.054896
108,und,CCONJ,r1A,ORT-MAU,679.054896,679.124896
109,auf,ADP,r1A,ORT-MAU,679.124896,679.244896
110,der,DET,r1A,ORT-MAU,679.244896,679.484896
111,anderen,PRON,r1A,ORT-MAU,679.484896,680.764896
112,Seite,NOUN,r1A,ORT-MAU,680.764896,681.074896
113,das,PRON,r1A,ORT-MAU,681.074896,681.194896
114,Wohnzimmer,PROPN,r1A,ORT-MAU,681.194896,681.644896
115,ist,AUX,r1A,ORT-MAU,681.644896,681.827083
116,ja,ADV,r1A,ORT-MAU,683.601604,683.809354
117,doch,CCONJ,r1A,ORT-MAU,691.410167,691.567292
118,man,PRON,r1A,ORT-MAU,691.567292,691.707292
119,kann,AUX,r1A,ORT-MAU,691.707292,691.847292
120,ja,ADV,r1A,ORT-MAU,691.847292,691.947292
121,noch,ADV,r1A,ORT-MAU,691.947292,692.127292
122,mal,ADV,r1A,ORT-MAU,692.127292,692.347292
123,n,X,r1A,ORT-MAU,692.347292,692.427292
124,paar,DET,r1A,ORT-MAU,692.497292,692.737292
125,D-,X,r1A,ORT-MAU,692.927292,693.017292
126,Durchgänge,NOUN,r1A,ORT-MAU,693.017292,693.497292
127,bauen,VERB,r1A,ORT-MAU,693.497292,693.767292
128,also,ADV,r1A,ORT-MAU,694.597313,696.324438
129,ach,X,r1A,ORT-MAU,702.107771,702.177771
130,so,ADV,r1A,ORT-MAU,702.177771,702.367771
131,ja,ADV,r1A,ORT-MAU,702.367771,702.497771
132,ja,ADV,r1A,ORT-MAU,702.497771,702.757771
133,gut,ADV,r1A,ORT-MAU,702.757771,703.027771
134,okay,ADV,r1A,ORT-MAU,703.027771,703.397771
135,ja,ADV,r1A,ORT-MAU,703.397771,703.5755
136,ach,X,r1A,ORT-MAU,722.80425,722.921375
137,so,ADV,r1A,ORT-MAU,722.921375,723.021375
138,mei-,X,r1A,ORT-MAU,723.021375,723.211375
139,ja,ADV,r1A,ORT-MAU,723.211375,723.470792
140,ja,ADV,r1A,ORT-MAU,723.721813,723.877625
141,ja,ADV,r1A,ORT-MAU,726.908958,727.315812
142,ja,ADV,r1A,ORT-MAU,727.402375,727.592813
143,ja,ADV,r1A,ORT-MAU,730.900625,731.160625
144,ich,PRON,r1A,ORT-MAU,731.220625,731.370625
145,glaub,ADV,r1A,ORT-MAU,731.370625,731.580625
146,ich,PRON,r1A,ORT-MAU,731.580625,731.610625
147,da,ADV,r1A,ORT-MAU,733.106813,733.193937
148,n,X,r1A,ORT-MAU,733.193937,733.223938
149,Zimmer,NOUN,r1A,ORT-MAU,733.223938,733.523937
150,da,ADV,r1A,ORT-MAU,733.523937,733.743938
151,da,ADV,r1A,ORT-MAU,733.743938,734.073938
152,und,CCONJ,r1A,ORT-MAU,734.073938,734.103938
153,dann,ADV,r1A,ORT-MAU,734.103938,734.413937
154,da,ADV,r1A,ORT-MAU,734.413937,734.683937
155,ja,ADV,r1A,ORT-MAU,734.683937,734.933937
156,ja,ADV,r1A,ORT-MAU,735.376396,735.503521
157,ja,ADV,r1A,ORT-MAU,737.064354,737.281479
158,doch,CCONJ,r1A,ORT-MAU,737.445229,737.678958
159,ja,ADV,r1A,ORT-MAU,737.817458,737.99925
160,ja,ADV,r1A,ORT-MAU,739.49675,739.683875
161,also,ADV,r1A,ORT-MAU,745.246146,745.363271
162,ich,PRON,r1A,ORT-MAU,745.363271,745.563271
163,würde,AUX,r1A,ORT-MAU,745.563271,745.883271
164,schon,ADV,r1A,ORT-MAU,745.983271,746.573271
165,gerne,ADV,r1A,ORT-MAU,746.683271,746.973271
166,n,X,r1A,ORT-MAU,746.973271,747.033271
167,großes,ADJ,r1A,ORT-MAU,747.033271,747.303271
168,Zimmer,NOUN,r1A,ORT-MAU,747.403271,747.573271
169,haben,AUX,r1A,ORT-MAU,747.573271,747.843021
170,ja,ADV,r1A,ORT-MAU,748.985625,749.16275
171,ja,ADV,r1A,ORT-MAU,749.453062,749.650188
172,ja,ADV,r1A,ORT-MAU,750.017375,750.1645
173,ja,ADV,r1A,ORT-MAU,750.1645,750.25975
174,dann,ADV,r1A,ORT-MAU,750.476167,750.663292
175,haben,AUX,r1A,ORT-MAU,750.663292,750.923292
176,wir,PRON,r1A,ORT-MAU,750.923292,751.023292
177,fünf-,X,r1A,ORT-MAU,751.023292,751.353292
178,dann,ADV,r1A,ORT-MAU,751.353292,751.383292
179,haben,AUX,r1A,ORT-MAU,751.383292,751.493292
180,wir,PRON,r1A,ORT-MAU,751.493292,751.583292
181,fünfzig,NUM,r1A,ORT-MAU,751.583292,752.013292
182,schon,ADV,r1A,ORT-MAU,752.013292,752.143292
183,mal,ADV,r1A,ORT-MAU,752.143292,752.253292
184,weg,ADV,r1A,ORT-MAU,752.253292,752.383292
185,ja,ADV,r1A,ORT-MAU,757.063542,757.480667
186,auch,ADV,r1A,ORT-MAU,758.311708,758.478833
187,fünfundzwanzig,ADV,r1A,ORT-MAU,758.478833,759.263896
188,ja,ADV,r1A,ORT-MAU,765.626208,765.933333
189,ja,ADV,r1A,ORT-MAU,766.122417,766.222417
190,ja,ADV,r1A,ORT-MAU,766.338833,766.597375
191,ja,ADV,r1A,ORT-MAU,767.160021,767.347146
192,okay,ADV,r1A,ORT-MAU,768.285333,768.542458
193,dann,ADV,r1A,ORT-MAU,768.542458,768.672458
194,brauchen,VERB,r1A,ORT-MAU,768.672458,768.882458
195,wir,PRON,r1A,ORT-MAU,768.882458,768.952458
196,noch,ADV,r1A,ORT-MAU,768.952458,769.292458
197,Badezimmer,NOUN,r1A,ORT-MAU,770.052458,770.622458
198,können,AUX,r1A,ORT-MAU,770.682458,770.832458
199,wir,PRON,r1A,ORT-MAU,770.832458,770.932458
200,zwanzig,NUM,r1A,ORT-MAU,771.202458,771.860354
201,also,ADV,r1A,ORT-MAU,787.772604,788.222604
202,meinst,ADV,r1A,ORT-MAU,788.222604,788.492604
203,du,PRON,r1A,ORT-MAU,788.492604,788.582604
204,das,PRON,r1A,ORT-MAU,788.582604,788.722604
205,ist,AUX,r1A,ORT-MAU,788.722604,788.832604
206,Strafe,NOUN,r1A,ORT-MAU,788.832604,789.242604
207,genug,ADV,r1A,ORT-MAU,789.242604,789.562604
208,oder,CCONJ,r1A,ORT-MAU,789.642604,789.802604
209,was,PRON,r1A,ORT-MAU,789.802604,789.892604
210,also,ADV,r1A,ORT-MAU,794.111792,794.248917
211,wir,PRON,r1A,ORT-MAU,794.248917,794.358917
212,waren,AUX,r1A,ORT-MAU,794.358917,794.538917
213,jetzt,ADV,r1A,ORT-MAU,794.538917,794.658917
214,g-,NOUN,r1A,ORT-MAU,794.658917,794.708917
215,bei,ADP,r1A,ORT-MAU,794.888917,795.288917
216,wieviel,ADV,r1A,ORT-MAU,795.348917,795.578917
217,Quadratm-,X,r1A,ORT-MAU,795.578917,796.171979
218,achtzig,ADV,r1A,ORT-MAU,796.171979,796.599104
219,genau,ADV,r1A,ORT-MAU,796.649104,796.899104
220,dann,ADV,r1A,ORT-MAU,797.757729,797.854854
221,brauchen,VERB,r1A,ORT-MAU,797.854854,798.414854
222,wir,PRON,r1A,ORT-MAU,798.414854,798.634854
223,gut,ADV,r1A,ORT-MAU,798.874854,799.004854
224,dann,ADV,r1A,ORT-MAU,799.004854,799.134854
225,ma-,X,r1A,ORT-MAU,799.134854,799.304854
226,ja,ADV,r1A,ORT-MAU,805.383854,805.851292
227,ja,ADV,r1A,ORT-MAU,806.216521,806.313646
228,ja,ADV,r1A,ORT-MAU,806.313646,806.413646
229,aber,CCONJ,r1A,ORT-MAU,806.413646,806.693646
230,das,PRON,r1A,ORT-MAU,806.693646,806.733646
231,wär,AUX,r1A,ORT-MAU,806.733646,806.973646
232,dann,ADV,r1A,ORT-MAU,806.973646,807.323646
233,ja,ADV,r1A,ORT-MAU,807.553646,807.613646
234,wieder,ADV,r1A,ORT-MAU,807.613646,807.943646
235,so,ADV,r1A,ORT-MAU,807.943646,808.083646
236,n,X,r1A,ORT-MAU,808.083646,808.273646
237,Wohnzimmerküchemix,NOUN,r1A,ORT-MAU,808.343646,809.878104
238,ja,ADV,r1A,ORT-MAU,819.7565,820.103625
239,ja,ADV,r1A,ORT-MAU,820.103625,820.173625
240,ja,ADV,r1A,ORT-MAU,820.173625,820.273625
241,ja,ADV,r1A,ORT-MAU,820.273625,820.543625
242,okay,ADV,r1A,ORT-MAU,820.604812,820.968375
243,sagen,VERB,r1A,ORT-MAU,821.595771,821.795771
244,wir,PRON,r1A,ORT-MAU,821.795771,822.045771
245,vierzig,NUM,r1A,ORT-MAU,822.705771,822.945771
246,Quadratmeter,NOUN,r1A,ORT-MAU,822.945771,823.625771
247,das,PRON,r1A,ORT-MAU,823.625771,823.995771
248,Wo-,X,r1A,ORT-MAU,823.995771,824.294021
249,nee,X,r1A,ORT-MAU,825.402,825.589125
250,wir,PRON,r1A,ORT-MAU,825.589125,825.689125
251,hatten,AUX,r1A,ORT-MAU,825.689125,825.829125
252,gerade,ADV,r1A,ORT-MAU,825.829125,826.059125
253,achtzig,ADV,r1A,ORT-MAU,826.059125,826.743729
254,oh,PROPN,r1A,ORT-MAU,834.379979,834.529979
255,der,DET,r1A,ORT-MAU,834.529979,834.649979
256,Timer,NOUN,r1A,ORT-MAU,834.649979,834.899979
257,läuft,VERB,r1A,ORT-MAU,834.899979,835.049979
258,gar,ADV,r1A,ORT-MAU,835.109979,835.259979
259,nich,ADV,r1A,ORT-MAU,835.259979,835.419979
260,na,X,r1A,ORT-MAU,836.962542,837.202542
261,ja,ADV,r1A,ORT-MAU,837.302542,837.432542
262,gut,ADV,r1A,ORT-MAU,837.482542,837.712542
263,gut,ADV,r1A,ORT-MAU,837.712542,837.842542
264,ich,PRON,r1A,ORT-MAU,838.322542,838.632542
265,guck,NOUN,r1A,ORT-MAU,839.162542,839.392542
266,mal,ADV,r1A,ORT-MAU,839.492542,839.722542
267,so,ADV,r1A,ORT-MAU,839.722542,839.832542
268,grob,ADV,r1A,ORT-MAU,839.832542,840.062542
269,auf,ADP,r1A,ORT-MAU,840.062542,840.202542
270,die,DET,r1A,ORT-MAU,840.262542,840.322542
271,Uhr,NOUN,r1A,ORT-MAU,840.322542,840.552542
272,nee,X,r1A,ORT-MAU,845.786229,845.966229
273,da,ADV,r1A,ORT-MAU,845.966229,846.016229
274,läuft,VERB,r1A,ORT-MAU,846.016229,846.286229
275,nix,PRON,r1A,ORT-MAU,846.286229,846.426229
276,da,ADV,r1A,ORT-MAU,846.822479,846.909604
277,steht,VERB,r1A,ORT-MAU,846.909604,847.119604
278,fünfzehn,NUM,r1A,ORT-MAU,847.119604,847.499604
279,Minuten,NOUN,r1A,ORT-MAU,847.499604,847.729604
280,ja,ADV,r1A,ORT-MAU,849.860812,850.787937
281,gut,ADV,r1A,ORT-MAU,853.887417,854.057417
282,wo,ADV,r1A,ORT-MAU,854.057417,854.251167
283,ja,ADV,r1A,ORT-MAU,854.643187,854.952312
284,zwei,NUM,r1A,ORT-MAU,855.921812,856.178937
285,zwei,NUM,r1A,ORT-MAU,856.178937,856.428937
286,mal,ADV,r1A,ORT-MAU,856.428937,856.568937
287,fünfundzwanzig,ADV,r1A,ORT-MAU,856.568937,857.5665
288,und,CCONJ,r1A,ORT-MAU,858.484063,858.631188
289,dann,ADV,r1A,ORT-MAU,858.631188,859.09
290,genau,ADV,r1A,ORT-MAU,862.659167,862.959167
291,Gott,NOUN,r1A,ORT-MAU,865.393375,865.7205
292,ja,ADV,r1A,ORT-MAU,865.7205,866.007979
293,so,ADV,r1A,ORT-MAU,866.476125,866.716125
294,viel,PRON,r1A,ORT-MAU,866.716125,866.936125
295,Platz,NOUN,r1A,ORT-MAU,866.936125,868.286125
296,ja,ADV,r1A,ORT-MAU,870.217708,870.831146
297,n,X,r1A,ORT-MAU,875.237146,875.444271
298,An-,X,r1A,ORT-MAU,875.444271,875.912333
299,nee,X,r1A,ORT-MAU,877.808042,878.115167
300,nee,X,r1A,ORT-MAU,878.779208,879.036333
301,det,PRON,r1A,ORT-MAU,879.036333,879.171333
302,brauchen,VERB,r1A,ORT-MAU,879.171333,879.506333
303,wir,PRON,r1A,ORT-MAU,879.506333,879.616333
304,nich,ADV,r1A,ORT-MAU,879.616333,879.809313
305,häh,VERB,r1A,ORT-MAU,894.545313,894.755312
306,wir,PRON,r1A,ORT-MAU,894.755312,894.885313
307,haben,AUX,r1A,ORT-MAU,894.885313,894.995312
308,doch,CCONJ,r1A,ORT-MAU,894.995312,895.105312
309,unsere,DET,r1A,ORT-MAU,895.105312,895.335312
310,Zimmer,NOUN,r1A,ORT-MAU,895.335312,895.775313
311,jewei-,X,r1A,ORT-MAU,895.775313,896.105312
312,also,ADV,r1A,ORT-MAU,896.105312,896.370312
313,Flur,NOUN,r1A,ORT-MAU,896.370312,896.715312
314,ist,AUX,r1A,ORT-MAU,896.715312,896.835312
315,hier,ADV,r1A,ORT-MAU,896.835312,897.105312
316,und,CCONJ,r1A,ORT-MAU,897.245312,897.385313
317,unsere,DET,r1A,ORT-MAU,897.385313,897.705312
318,Zimmer,NOUN,r1A,ORT-MAU,897.705312,897.945312
319,hier,ADV,r1A,ORT-MAU,897.945312,898.255312
320,wie,ADP,r1A,ORT-MAU,898.414833,898.511958
321,willst,AUX,r1A,ORT-MAU,898.511958,898.701958
322,du,PRON,r1A,ORT-MAU,898.701958,898.771958
323,da,ADV,r1A,ORT-MAU,898.771958,899.021958
324,noch,ADV,r1A,ORT-MAU,899.071958,899.421958
325,n,X,r1A,ORT-MAU,899.421958,899.470896
326,ja,ADV,r1A,ORT-MAU,907.938333,908.005458
327,gut,ADV,r1A,ORT-MAU,908.005458,908.155458
328,aber,CCONJ,r1A,ORT-MAU,908.155458,908.265458
329,ich,PRON,r1A,ORT-MAU,908.265458,908.345458
330,finde,VERB,r1A,ORT-MAU,908.345458,908.585458
331,es,PRON,r1A,ORT-MAU,908.585458,908.710458
332,irgendwie,ADV,r1A,ORT-MAU,908.710458,909.225458
333,nicht,PART,r1A,ORT-MAU,909.225458,909.545458
334,logisch,ADV,r1A,ORT-MAU,909.625458,909.925458
335,wenn,SCONJ,r1A,ORT-MAU,909.925458,910.225458
336,wir,PRON,r1A,ORT-MAU,910.345458,910.545458
337,hier,ADV,r1A,ORT-MAU,910.545458,910.755458
338,den,DET,r1A,ORT-MAU,910.755458,910.985458
339,hier,ADV,r1A,ORT-MAU,910.985458,911.360458
340,hier,ADV,r1A,ORT-MAU,911.360458,911.725458
341,hier,ADV,r1A,ORT-MAU,911.785458,912.328708
342,nein,PART,r1A,ORT-MAU,912.778812,913.245937
343,w-,NOUN,r1A,ORT-MAU,913.245937,913.415938
344,nein,PART,r1A,ORT-MAU,913.415938,913.875937
345,wir,PRON,r1A,ORT-MAU,913.875937,914.005937
346,haben,AUX,r1A,ORT-MAU,914.005937,914.205938
347,hier,ADV,r1A,ORT-MAU,914.335938,914.700938
348,das,PRON,r1A,ORT-MAU,914.700938,914.805938
349,Zimmer,NOUN,r1A,ORT-MAU,914.805938,915.135937
350,da,ADV,r1A,ORT-MAU,915.225937,915.655938
351,die,DET,r1A,ORT-MAU,915.655938,915.895937
352,da,ADV,r1A,ORT-MAU,916.195938,916.445938
353,den,DET,r1A,ORT-MAU,916.445938,916.595937
354,Flur,NOUN,r1A,ORT-MAU,916.645937,917.065938
355,und,CCONJ,r1A,ORT-MAU,917.265937,917.335938
356,hier,ADV,r1A,ORT-MAU,917.335938,917.555938
357,n,X,r1A,ORT-MAU,917.555938,917.585938
358,Zimmer,NOUN,r1A,ORT-MAU,917.585938,917.915938
359,ja,ADV,r1A,ORT-MAU,919.532333,919.904562
360,ah,X,r1A,ORT-MAU,925.775125,925.87225
361,ja,ADV,r1A,ORT-MAU,925.87225,926.05225
362,jo,X,r1A,ORT-MAU,927.387667,927.688146
363,zehn,NUM,r1A,ORT-MAU,930.232875,930.613938
364,zehn,NUM,r1A,ORT-MAU,931.635375,932.0025
365,ja,ADV,r1A,ORT-MAU,933.827063,933.994187
366,dann,ADV,r1A,ORT-MAU,935.145313,935.265313
367,ham,X,r1A,ORT-MAU,935.265313,935.455312
368,dann,ADV,r1A,ORT-MAU,935.455312,935.545313
369,ham,X,r1A,ORT-MAU,935.545313,935.665313
370,wa,X,r1A,ORT-MAU,935.665313,935.745312
371,hundert,NUM,r1A,ORT-MAU,935.745312,936.255312
372,jetzt,ADV,r1A,ORT-MAU,937.350146,937.487271
373,brauchen,VERB,r1A,ORT-MAU,937.487271,938.227271
374,wir,PRON,r1A,ORT-MAU,938.377271,938.827271
375,noch,ADV,r1A,ORT-MAU,939.017271,939.277271
376,Küche,NOUN,r1A,ORT-MAU,939.277271,939.987271
377,Bad,PROPN,r1A,ORT-MAU,939.987271,940.647271
378,Küche,NOUN,r1A,ORT-MAU,942.658063,942.945187
379,Bad,PROPN,r1A,ORT-MAU,942.945187,943.215187
380,brauchen,VERB,r1A,ORT-MAU,943.215187,943.405188
381,wir,PRON,r1A,ORT-MAU,943.405188,943.495188
382,noch,ADV,r1A,ORT-MAU,943.495188,943.635188
383,ne,X,r1A,ORT-MAU,943.635188,943.795187
384,ja,ADV,r1A,ORT-MAU,948.137438,949.008417
385,ja,ADV,r1A,ORT-MAU,951.374812,951.771938
386,ja,ADV,r1A,ORT-MAU,951.771938,952.201937
387,genau,ADV,r1A,ORT-MAU,952.341937,953.164708
388,ja,ADV,r1A,ORT-MAU,958.874479,958.991604
389,wir,PRON,r1A,ORT-MAU,958.991604,959.061604
390,wollen,AUX,r1A,ORT-MAU,959.061604,959.421604
391,also,ADV,r1A,ORT-MAU,959.421604,959.561604
392,vier,NUM,r1A,ORT-MAU,959.561604,959.881604
393,würd,PROPN,r1A,ORT-MAU,959.881604,960.081604
394,ich,PRON,r1A,ORT-MAU,960.081604,960.176604
395,sagen,VERB,r1A,ORT-MAU,960.176604,960.481604
396,vier,NUM,r1A,ORT-MAU,960.631687,960.828813
397,ist,AUX,r1A,ORT-MAU,960.828813,960.908812
398,schön,ADV,r1A,ORT-MAU,960.908812,961.198813
399,und,CCONJ,r1A,ORT-MAU,962.1725,962.239625
400,dann,ADV,r1A,ORT-MAU,962.239625,962.329625
401,brauchen,VERB,r1A,ORT-MAU,962.329625,962.519625
402,wir,PRON,r1A,ORT-MAU,962.519625,962.589625
403,dazu,ADV,r1A,ORT-MAU,962.589625,962.909625
404,auch,ADV,r1A,ORT-MAU,962.909625,962.959625
405,noch,ADV,r1A,ORT-MAU,962.959625,963.109625
406,die,DET,r1A,ORT-MAU,963.109625,963.219625
407,passende,ADJ,r1A,ORT-MAU,963.219625,963.569625
408,Dusche,NOUN,r1A,ORT-MAU,963.569625,963.919625
409,ja,ADV,r1A,ORT-MAU,967.895729,968.005729
410,also,ADV,r1A,ORT-MAU,968.005729,968.365729
411,sechzig,NUM,r1A,ORT-MAU,968.365729,968.895729
412,man,PRON,r1A,ORT-MAU,969.791625,969.89875
413,kann,AUX,r1A,ORT-MAU,969.89875,969.98875
414,das,PRON,r1A,ORT-MAU,969.98875,970.09875
415,ja,ADV,r1A,ORT-MAU,970.09875,970.16875
416,auch,ADV,r1A,ORT-MAU,970.16875,970.24875
417,irgendwie,ADV,r1A,ORT-MAU,970.24875,970.55875
418,noch,ADV,r1A,ORT-MAU,970.55875,970.74875
419,so,ADV,r1A,ORT-MAU,970.74875,970.84875
420,baulich,ADV,r1A,ORT-MAU,970.84875,971.23875
421,voneinander,ADV,r1A,ORT-MAU,971.23875,971.74875
422,so,ADV,r1A,ORT-MAU,971.74875,971.95875
423,mit,ADP,r1A,ORT-MAU,972.06875,972.16875
424,k-,PROPN,r1A,ORT-MAU,972.23875,972.27875
425,irgendwelchen,ADJ,r1A,ORT-MAU,972.51875,972.89875
426,halboffenen,VERB,r1A,ORT-MAU,972.89875,973.44875
427,Wänden,NOUN,r1A,ORT-MAU,973.44875,973.74875
428,oder,CCONJ,r1A,ORT-MAU,973.74875,973.97875
429,so,ADV,r1A,ORT-MAU,973.97875,974.05875
430,abtrennen,NOUN,r1A,ORT-MAU,974.05875,974.49875
431,ja,ADV,r1A,ORT-MAU,976.028271,976.164271
432,dann,ADV,r1A,ORT-MAU,979.90375,980.120875
433,jetzt,ADV,r1A,ORT-MAU,980.180875,980.380875
434,noch,ADV,r1A,ORT-MAU,980.380875,980.490875
435,die,DET,r1A,ORT-MAU,980.580875,980.800875
436,Küche,NOUN,r1A,ORT-MAU,980.800875,981.470542
437,ja,ADV,r1A,ORT-MAU,982.408208,982.588208
438,boah,VERB,r1A,ORT-MAU,983.857833,984.017833
439,die,DET,r1A,ORT-MAU,984.017833,984.087833
440,Küche,NOUN,r1A,ORT-MAU,984.087833,984.227833
441,vierzig,NUM,r1A,ORT-MAU,984.227833,984.567833
442,Quadratmeter,NOUN,r1A,ORT-MAU,984.697833,986.527833
443,na,X,r1A,ORT-MAU,986.527833,986.557833
444,gut,ADV,r1A,ORT-MAU,986.557833,986.627833
445,ja,ADV,r1A,ORT-MAU,986.627833,986.757833
